name,age,country,Ovr,BAT Ovr,Bowl Ovr,B-IQ,Tech,PWR,RUN,ECON,WKT,ACC,CLTH
Thomas Hobson,27,South Africa,58,35,56,33,36,33,45,51,47,82,86
Jeffrey Vandersay,32,Sri Lanka,74,33,73,32,31,33,51,70,68,85,96
Shohidul Islam,27,Bangladesh,72,30,71,29,27,33,25,71,76,67,54
Theo Lawson,33,Ireland,31,30,25,29,31,33,11,27,27,28,10
Nuwan Pradeep,35,Sri Lanka,71,28,70,27,23,33,26,68,70,87,64
Basheeru-Deen Walters,35,South Africa,65,31,64,27,31,33,37,66,61,95,36
Shehan Sandaruwan,25,Sri Lanka,50,33,48,27,37,33,44,50,53,17,50
Mayank Mishra,31,India,70,27,69,24,18,33,53,66,62,77,96
Samit Gohel,31,India,45,44,27,57,48,32,26,27,27,46,7
Taibur Rahman,30,Bangladesh,55,43,51,56,44,32,33,44,46,75,72
Lesego Senokwane,24,South Africa,48,43,43,52,43,32,59,40,43,54,43
Al Bashid Muhammed,23,India,39,38,25,51,28,32,62,27,28,22,8
Shashrika Pussegolla,34,Sri Lanka,57,39,54,49,35,32,44,51,38,93,91
Karnajit Yumnam,24,India,38,37,25,47,34,32,25,27,28,6,20
Devender Lochab,29,India,38,37,25,46,34,32,39,27,28,13,13
Dushan Vimukthi,30,Sri Lanka,68,37,66,44,35,32,51,69,65,46,79
Sharifullah,35,Bangladesh,66,37,64,43,36,32,44,65,58,87,61
Yuzvendra Chahal,31,India,86,35,85,42,31,32,36,82,88,72,96
Prayash Singh,28,India,58,35,56,41,31,32,50,57,56,67,38
Lungi Ngidi,25,South Africa,86,35,85,40,32,32,35,82,90,97,61
Vaibhav Bhatt,26,India,38,36,29,40,38,32,24,27,28,36,36
Brandon Glover,24,Netherlands,76,31,75,35,27,32,23,69,73,98,84
Pasindu Madushan,29,Sri Lanka,61,30,60,34,22,32,48,61,53,94,48
Nuwan Thushara,27,Sri Lanka,74,34,73,32,36,32,39,73,77,80,48
Kushang Patel,30,India,51,35,49,32,41,32,41,60,49,20,31
Ollie Newton,33,New Zealand,70,33,69,30,33,32,59,63,62,95,93
Hidayatullah,21,Pakistan,34,33,24,30,31,32,63,27,28,17,7
Sachithra Perera,29,Sri Lanka,69,31,68,29,27,32,56,68,63,88,64
Kishan Thokchom,32,India,55,29,54,27,30,32,20,53,43,94,66
Mandup Bhutia,27,India,37,29,35,26,24,32,48,38,34,7,57
Amit Thakur,29,India,30,29,23,26,24,32,60,27,27,8,7
Tanveer Ul-Haq,30,India,70,28,69,25,24,32,32,68,62,93,74
Lizo Makhosi,27,South Africa,62,30,61,23,35,32,31,58,52,92,82
Jack Campbell,22,England,44,27,43,23,29,32,9,42,49,11,50
Thiwanka Kekulawala,25,Sri Lanka,68,26,67,21,28,32,8,67,68,38,91
Zak Evans,21,Australia,72,28,71,18,28,32,59,64,72,74,96
Travis Dean,30,Australia,48,47,25,60,53,31,41,27,27,27,9
Denuwan  Rajakaruna,31,Sri Lanka,46,44,33,54,43,31,86,35,32,54,7
Nimantha Perera,27,Sri Lanka,53,42,49,52,46,31,33,57,38,46,61
Mohammad Taha,21,Pakistan,45,43,30,52,44,31,69,34,31,15,22
Abhishek Das,31,India,43,42,26,52,38,31,76,27,27,23,24
Tom Helm,27,England,73,39,71,45,42,31,43,68,72,57,96
Nisarg Patel,33,United States of America,72,40,70,44,41,31,73,74,71,57,66
Tom Fell,28,England,38,37,28,43,36,31,45,27,28,22,34
Clint Hinchliffe,25,Australia,65,36,63,41,33,31,53,65,65,83,31
Shahadat Hossain,20,Bangladesh,37,36,28,41,33,31,63,31,31,16,12
Sedezhalie Rupero,24,India,36,35,26,40,35,31,24,28,28,16,15
Khaleel Ahmed,24,India,84,31,84,35,27,31,24,82,89,63,91
Max Waller,33,England,72,34,71,33,31,31,73,71,70,85,61
Josh Poysden,30,England,62,37,60,33,43,31,59,63,57,79,41
Rashmika Mevan,20,Sri Lanka,55,29,54,33,27,31,8,62,42,88,40
Josh Lalor,34,Australia,58,33,56,32,32,31,49,64,62,27,28
Brendan Doggett,27,Australia,67,34,66,31,37,31,50,66,66,79,48
Dilshan Abeysinghe,25,Sri Lanka,63,29,62,21,30,31,55,64,61,65,57
Leonardo Julien,20,West Indies,41,40,24,58,39,30,13,27,28,8,9
Robin Bist,34,India,45,43,30,55,44,30,61,30,32,23,30
Salman Hossain,26,Bangladesh,41,40,28,54,38,30,37,29,28,16,31
Lalhruaizela,25,India,39,36,35,53,27,30,23,37,40,19,24
Ravindu Rathnayake,21,Sri Lanka,46,45,24,51,48,30,93,27,28,6,12
Jayanta Sagatpam,29,India,39,38,28,50,36,30,25,27,28,34,25
Imesh Udayanga,32,Sri Lanka,61,36,59,44,34,30,43,54,52,88,79
Chris Sabburg,32,Australia,40,38,29,44,33,30,80,29,28,27,31
Dunith Jayatunga,20,Sri Lanka,41,40,28,43,40,30,89,27,28,23,34
Rodney Trott,34,Bermuda,63,34,61,41,32,30,29,69,63,36,47
Wes Agar,25,Australia,68,36,66,39,40,30,42,69,74,48,36
Chris Mpofu,36,Zimbabwe,73,34,72,38,34,30,41,69,68,96,77
Ma'ara Ave,23,New Zealand,35,34,26,38,36,30,22,27,28,15,22
Siddarth Kaul,31,India,75,35,74,37,36,30,42,74,75,80,64
Waseem Raza,29,India,62,32,61,37,28,30,37,66,62,28,66
Lutho Sipamla,23,South Africa,68,32,67,35,29,30,55,71,77,25,57
Satyajeet Bachhav,29,India,73,34,72,32,37,30,46,71,68,91,68
Ndumiso Mvelase,25,South Africa,67,32,66,32,32,30,39,69,66,38,82
Nyiko Shikwambana,24,South Africa,32,31,27,32,27,30,64,27,28,34,13
Debabrata Pradhan,25,India,63,29,62,28,30,30,23,66,61,19,91
Sudhesan Midhun,27,India,66,31,65,26,35,30,34,69,63,25,97
Peter Siddle,37,Australia,69,25,68,21,23,30,29,67,65,98,56
Shakil Hossain,21,Bangladesh,43,42,26,50,40,29,89,27,28,30,5
Sohan de Livera,21,Sri Lanka,43,42,24,50,42,29,87,27,28,8,10
Simon Atai,22,Papua New Guinea,62,39,60,48,40,29,44,60,57,77,57
Nathan McSweeney,22,Australia,43,38,40,48,40,29,29,46,34,7,68
Malinga Amarasinghe,24,Sri Lanka,71,39,69,47,40,29,47,65,65,90,78
Kabua Morea,28,Papua New Guinea,74,38,73,45,39,29,50,67,71,83,93
Chamindu Wickramasinghe,19,Sri Lanka,66,39,64,43,41,29,77,62,68,84,34
Pavan Rathnayake,19,Sri Lanka,37,36,24,39,39,29,58,27,28,13,9
Janaka Sampath,34,Sri Lanka,68,35,67,38,34,29,56,69,62,98,52
Pankaj Kumar,22,India,38,37,25,38,37,29,84,27,28,15,11
Vijayakanth Viyaskanth,20,Sri Lanka,74,33,73,35,35,29,30,71,72,65,97
Ainsley Ndlovu,26,Zimbabwe,75,34,74,34,36,29,61,69,68,95,96
Rakibul Hasan,19,Bangladesh,78,30,77,32,28,29,29,75,75,84,87
Scott Boland,32,Australia,60,31,59,32,33,29,33,65,66,38,28
Peter Younghusband,32,New Zealand,64,34,63,31,36,29,75,64,57,89,54
Asif Hasan,28,Bangladesh,58,30,57,31,32,29,27,65,58,38,43
Towker Khan,24,Bangladesh,53,26,52,25,28,29,7,57,40,44,84
Lloyd Pope,22,Australia,72,24,72,20,23,29,9,69,68,83,86
Ruan Terblanche,20,South Africa,53,52,23,77,58,28,43,27,28,8,6
Mason Crane,25,England,78,41,76,58,38,28,52,76,77,50,94
Brighton Chipungu,20,Zimbabwe,68,41,66,48,41,28,83,63,57,80,96
Ram Dayal,33,India,60,35,58,43,32,28,58,69,61,32,27
Keshan Wijerathne,25,Sri Lanka,72,36,71,40,39,28,43,70,65,88,82
Song Tacho,28,India,32,31,25,39,27,28,27,27,28,11,15
Pat Brown,23,England,75,31,74,38,28,28,34,69,75,98,64
Philippe Boissevain,21,Netherlands,66,34,65,37,32,28,69,69,68,59,47
Nalin Mishra,26,India,31,30,27,37,29,28,14,27,28,22,25
Dhrushant Soni,26,India,71,33,70,36,37,28,34,66,68,93,71
Thamsanga Kumalo,22,South Africa,31,30,26,36,28,28,23,27,28,7,30
Udith Madushan,24,Sri Lanka,71,31,70,35,31,28,33,72,71,34,91
Lakshan Sandakan,30,Sri Lanka,70,29,69,33,26,28,35,74,77,34,47
Karan Lal,21,India,70,30,69,32,30,28,35,74,71,27,83
Palzor Tamang,28,India,60,28,59,32,24,28,22,57,52,88,63
Yash Dayal,24,India,76,29,75,31,29,28,20,71,70,91,91
Bilal Khan,33,Oman,79,29,78,30,28,28,29,77,79,80,74
Liam Peters,25,South Africa,41,40,25,53,40,27,47,27,28,28,5
Ritwik Behera,18,United States of America,49,37,46,50,30,27,72,54,41,52,31
Vikramjit Singh,19,Netherlands,39,38,28,50,38,27,34,28,28,23,31
Felix Alemao,26,India,59,40,56,48,40,27,76,60,63,34,30
Ben Geddes,20,England,37,36,26,47,37,27,34,28,28,14,25
Nosaina Pokana,25,Papua New Guinea,80,36,79,46,33,27,50,79,79,98,59
Orapeleng Motlhoaring,20,South Africa,35,34,24,46,33,27,20,27,28,8,10
Lasindu Arosha,22,Sri Lanka,51,31,49,45,25,27,12,47,41,57,79
Kamlesh Nagarkoti,22,India,70,35,69,44,33,27,51,65,62,83,96
Nitin Tanwar,25,India,71,36,70,43,34,27,70,67,62,91,92
Matheesha Perera,30,Sri Lanka,67,34,66,42,32,27,42,64,54,91,94
Alankara Asanka Silva,36,Sri Lanka,65,31,64,35,30,27,47,66,63,97,30
Naeem Islam jnr,27,Bangladesh,64,33,63,35,35,27,54,63,54,91,69
Jerome Xaba,26,South Africa,55,36,53,34,46,27,45,52,40,79,82
Sean Whitehead,24,South Africa,64,33,63,33,35,27,69,66,54,82,72
Sanjeew Coomaraswamy,24,Sri Lanka,52,36,50,33,45,27,62,52,50,46,43
Shanaj Ahmed,29,Bangladesh,29,28,24,33,26,27,11,27,27,4,15
Jony Talukdar,28,Bangladesh,28,27,26,29,27,27,14,27,28,14,21
Lukman Meriwala,30,India,76,28,75,28,28,27,39,70,71,96,93
Chetan Sakariya,23,India,73,26,73,26,25,27,31,74,77,67,57
Bharat Sharma,26,India,59,25,58,26,21,27,23,67,57,48,40
Ben Shikongo,21,Namibia,66,24,66,24,19,27,32,57,63,92,87
Ruyel Miah,21,Bangladesh,66,24,66,21,24,27,22,68,67,19,97
Saddam Hossain,26,Bangladesh,63,21,63,17,20,27,17,62,61,40,95
Ntokozo Mahlaba,22,South Africa,64,45,60,59,45,26,92,63,58,28,90
Asakhe Tsaka,18,South Africa,74,43,72,58,48,26,38,69,63,91,96
Sohaibullah,25,Pakistan,62,38,60,49,40,26,48,65,58,40,69
Marcus O'Riordan,24,England,65,38,63,48,38,26,61,71,65,52,31
Aaqib Liaquat,20,Pakistan,63,34,62,48,33,26,20,62,72,22,63
Kemira Wijenayake,20,Sri Lanka,54,37,52,45,42,26,45,66,43,23,61
Ranjeet Nikam,22,India,40,39,23,45,39,26,86,27,28,5,9
Adithya Ashok,19,New Zealand,79,35,78,42,33,26,63,75,75,91,93
Aamer Azmat,23,Pakistan,39,37,33,42,37,26,86,34,42,14,13
Suraj Ahuja,22,India,35,34,24,38,33,26,73,27,28,8,13
Luvuyo Nkese,24,South Africa,70,30,69,35,29,26,26,67,72,42,94
Jacob Bethell,18,England,58,30,57,35,28,26,42,55,42,94,92
Chathura Randunu,37,Sri Lanka,56,32,55,35,33,26,56,62,58,32,34
Larry Sangma,29,India,32,30,28,34,28,26,40,28,28,32,22
Jagjit Singh,25,India,63,35,61,33,46,26,45,63,45,93,87
Josh Tongue,24,England,61,36,59,33,44,26,79,62,57,20,96
Kgaudisa Molefe,22,South Africa,59,37,57,33,44,26,90,59,57,50,54
Anish Charak,21,India,51,30,50,33,31,26,32,61,47,36,27
Sam Pearce,24,England,50,30,49,33,30,26,43,53,41,20,91
Beuran Hendricks,31,South Africa,79,29,78,32,28,26,35,73,78,96,79
Hamish Bennett,34,New Zealand,68,30,67,32,32,26,42,68,66,46,83
Faisal Akram,18,Pakistan,64,25,63,31,22,26,9,62,49,90,96
Junaid Siddique,29,United Arab Emirates,78,27,78,27,26,26,36,74,74,84,99
Iftekhar Sajjad,30,Bangladesh,54,25,53,24,27,26,20,57,45,92,33
Vraj Patel,19,Kenya,71,22,71,23,19,26,12,71,74,30,100
Kurtlyn Mannikam,26,South Africa,40,25,39,22,26,26,22,42,43,25,22
Mohammad Saif,25,India,66,47,62,69,52,25,42,71,61,36,56
Langlonyamba Meitan Keishangbam,24,India,47,44,37,64,43,25,66,36,37,59,15
Rohit Shah,24,India,42,41,26,62,38,25,54,27,28,10,28
Alistair Frost,22,Ireland,70,36,69,50,36,25,29,65,74,57,79
Pathum Madusanka,26,Sri Lanka,39,38,27,50,38,25,58,27,28,34,14
Keshan Wanniarachchi,23,Sri Lanka,36,35,27,47,30,25,68,27,28,34,12
Yash Kothari,26,India,34,33,27,43,30,25,42,27,28,34,20
Benjamin Manenti,24,Australia,61,33,60,41,31,25,43,69,65,27,41
Amlanjyoti Das,20,India,60,32,59,41,25,25,59,64,54,25,96
Tshepo Ntuli,26,South Africa,63,31,62,40,25,25,50,68,62,61,38
Hasan Mohsin,24,Pakistan,33,32,26,38,31,25,49,27,28,13,30
Craig Miles,27,England,71,32,70,34,31,25,67,67,66,92,78
Matt Taylor,27,England,67,30,66,33,30,25,40,64,65,68,72
Nathan Lyon,34,Australia,65,31,64,32,34,25,57,66,63,93,28
Abdur Rashid,34,Bangladesh,69,34,68,30,44,25,52,61,62,94,90
Bishan Mendis,22,Sri Lanka,26,23,25,28,19,25,6,27,28,20,6
Shasheen Fernando,28,Sri Lanka,29,25,28,27,25,25,15,27,28,27,28
Upul Indrasiri,39,Sri Lanka,61,24,60,25,21,25,37,65,58,48,59
Aryan Dutt,18,Netherlands,79,22,79,24,18,25,5,71,83,96,82
Varun Choudhary,28,India,65,27,64,24,30,25,42,65,66,77,41
Zahoor Khan,32,United Arab Emirates,79,23,79,22,21,25,17,74,74,98,96
Steven McGiffin,24,Australia,56,42,53,60,38,24,75,51,40,79,84
Vipin Dhaka,25,India,39,38,24,51,35,24,74,27,28,5,14
Tharindu Mendis,40,Sri Lanka,39,38,26,48,37,24,80,28,28,11,28
Ashish Thapa,28,India,34,33,25,48,28,24,29,27,28,11,20
Wandile Makwetu,23,South Africa,38,37,24,46,34,24,84,27,28,6,11
Rahul Gunasekera,20,Sri Lanka,31,30,25,43,26,24,20,28,28,14,14
Himesh Ramanayake,24,Sri Lanka,69,32,68,41,29,24,43,74,78,44,30
Jon Hinrichsen,22,South Africa,74,30,73,40,28,24,22,70,71,91,72
Blake Coburn,26,New Zealand,68,33,67,39,34,24,51,62,58,93,93
Bonny Chingangbam,26,India,30,29,24,39,26,24,27,27,28,8,8
Jack Wood,25,Australia,63,30,62,37,30,24,22,60,68,25,78
Gavin Main,26,Scotland,68,33,67,36,36,24,52,58,67,91,75
Renaldo Meyer,27,South Africa,65,30,64,36,32,24,29,62,56,93,72
Tangeni Lungameni,29,Namibia,68,33,67,35,37,24,52,67,65,93,47
Abhinav Srivastava,20,India,30,29,23,35,24,24,55,27,28,9,5
Movin Subasingha,21,Sri Lanka,59,30,58,34,31,24,43,66,52,57,54
Sam Rainbird,29,Australia,56,32,54,34,34,24,61,62,57,30,36
Tipu Sultan,23,Bangladesh,67,30,66,33,31,24,38,65,53,88,97
Peter Hatzoglou,23,Australia,73,26,73,29,25,24,29,70,71,91,79
Mayank Dagar,25,India,71,28,70,29,25,24,59,74,70,38,88
Tom O'Connell,21,Australia,63,27,62,29,25,24,49,63,63,80,31
Salman Irshad,26,Pakistan,73,27,72,28,28,24,27,65,70,84,95
Zakhele Qwabe,33,South Africa,56,29,55,27,32,24,49,63,54,34,52
Suhanga Wijewardana,22,Sri Lanka,32,24,31,27,19,24,39,30,30,38,33
Richard Gleeson,34,England,69,26,68,25,28,24,40,64,61,83,95
Mohiuddin Tareq,18,Bangladesh,75,23,75,24,20,24,27,74,81,82,45
Arshad Iqbal,21,Pakistan,74,21,74,22,18,24,11,76,79,65,50
Khaif Patel,18,South Africa,42,41,25,62,41,23,31,27,28,7,21
Kasun Sndaruwan,23,Sri Lanka,43,42,27,58,40,23,92,27,28,28,22
Jerome Bossr,23,South Africa,44,43,26,58,52,23,42,27,28,27,9
Vihanga Kalhara,28,Sri Lanka,46,34,44,42,37,23,50,55,43,19,24
Zahid Abbas,28,Kenya,56,34,54,40,33,23,74,61,56,17,52
Vimukthi Kulatunga,23,Sri Lanka,59,29,58,36,27,23,41,66,52,44,61
Rejaur Rahman Raja,22,Bangladesh,68,30,67,35,27,23,60,70,67,40,78
Yomesh Ranasinghe,24,Sri Lanka,67,24,67,25,24,23,20,71,68,59,56
Amulya Pandrekar,25,India,61,25,60,25,25,23,40,67,61,38,50
Brody Couch,22,Australia,65,23,65,24,21,23,23,69,71,28,59
Jubair Hossain,26,Bangladesh,58,24,57,24,23,23,44,59,52,34,96
Hamza Tahir,26,Scotland,79,19,79,19,16,23,5,74,78,95,91
Alfred Mothoa,32,South Africa,69,20,69,17,18,23,22,65,61,94,95
Promod Maduwantha,24,Sri Lanka,67,40,65,54,42,22,78,69,62,84,40
Navodya Imesh,21,Sri Lanka,45,37,42,50,35,22,83,43,37,50,52
Jason Raubenheimer,23,South Africa,43,35,40,48,31,22,64,43,34,16,72
Pasindu Ushettige,22,Sri Lanka,72,29,71,39,27,22,32,72,65,70,91
Archie Lenham,17,England,78,26,78,38,19,22,30,73,77,91,84
Tumelo Tlhokwe,27,South Africa,65,34,64,38,39,22,70,70,71,54,25
Thula Ngcobo,26,South Africa,70,32,69,36,36,22,44,69,68,50,95
Santhush Gunathilake,22,Sri Lanka,36,27,35,36,26,22,17,37,33,48,22
Nilesh Lamichaney,30,India,28,27,23,36,25,22,18,27,27,5,7
Deshan Fernando,23,Sri Lanka,69,31,68,35,36,22,44,72,67,84,41
Ross ter Braak,24,New Zealand,71,31,70,34,35,22,55,66,70,63,88
Victor Nyauchi,29,Zimbabwe,66,31,65,34,33,22,68,68,67,34,74
Beckham Wheeler-Greenall,19,New Zealand,64,29,63,34,27,22,62,65,67,70,31
Nandre Burger,26,South Africa,76,26,76,33,22,22,35,72,72,82,97
Nimasara Atharagalla,22,Sri Lanka,68,32,67,33,36,22,66,69,76,36,56
Umran Malik,22,India,65,31,64,33,35,22,51,65,66,48,64
Ruvin Peiris,21,Sri Lanka,63,30,62,33,35,22,44,67,63,59,41
Hiri Hiri,26,Papua New Guinea,29,26,28,33,22,22,26,34,31,5,17
Emmanuel Bundi,28,Kenya,76,28,75,32,26,22,51,69,71,87,98
Minhajul Abedin Afridi,23,Bangladesh,73,32,72,32,35,22,78,70,65,89,91
Vidyadhar Patil,21,India,68,32,67,32,35,22,84,65,60,77,89
Lwandiswa Zuma,25,South Africa,62,26,61,32,25,22,31,62,60,34,86
Kevin Sinclair,22,West Indies,70,24,70,29,19,22,45,73,71,30,93
Tom Bailey,30,England,65,29,64,29,32,22,64,62,65,38,89
Imran Manack,30,South Africa,65,28,64,29,29,22,54,69,58,46,87
Harsh Singh,26,India,54,22,54,27,20,22,13,59,49,22,81
Khrievitso Kense,17,India,71,23,71,26,22,22,20,72,71,63,75
Ahmed Daniyal,24,Pakistan,63,21,63,25,18,22,14,62,58,57,97
Prasidh Krishna,26,India,74,21,74,22,17,22,25,69,71,83,97
Mohammad Shahzada,35,Bangladesh,50,22,49,22,21,22,27,47,50,88,16
Mujtaba Yousuf,19,India,77,19,77,19,15,22,19,74,72,88,97
Ashen Mendis,26,Sri Lanka,38,37,23,58,36,21,30,27,28,4,6
Mitchell Thompson,20,Ireland,62,35,60,52,34,21,40,60,57,34,96
Suraj Tayam,38,India,30,29,24,46,23,21,11,27,27,4,21
Iqlas Naha,27,India,34,33,24,44,34,21,37,27,28,5,11
Rojith Ganesh,28,India,35,30,33,42,28,21,29,31,31,25,52
Nimesha Mendis,26,Sri Lanka,57,29,56,38,29,21,34,63,58,32,43
Poorna Charuka,24,Sri Lanka,55,29,54,37,29,21,36,53,58,36,61
Danushka Madushanka,31,Sri Lanka,73,25,73,34,20,21,23,71,65,96,85
David Grant,24,Australia,67,30,66,34,34,21,44,71,67,80,31
Rory Anders,24,Ireland,45,28,44,34,24,21,58,41,42,46,61
Nuruzzaman,27,Bangladesh,36,28,35,34,24,21,64,36,42,4,33
Sinenhlanhla Zwane,21,South Africa,31,30,26,34,34,21,44,27,28,9,34
Sachintha Peiris,26,Sri Lanka,70,28,69,33,28,21,46,73,73,54,54
Tsepo Ndwandwa,26,South Africa,71,27,70,32,28,21,39,68,66,95,68
Eldred Hawken,32,South Africa,59,27,58,32,29,21,34,60,57,59,54
Jaideep Bhambhu,22,India,40,29,39,32,34,21,44,49,37,16,31
Tshepo Moreki,28,South Africa,68,25,67,30,24,21,28,65,66,72,72
Ahmed Safi Abdullah,23,Pakistan,67,23,67,30,19,21,22,69,68,34,83
Nagaho Chishi,24,India,68,22,68,26,19,21,21,69,63,77,74
Andre Odendaal,27,Zimbabwe,60,23,60,25,18,21,49,60,60,22,97
Jayden Seales,20,West Indies,76,24,76,24,21,21,65,70,77,89,87
Sushan Bhari,26,Nepal,74,19,74,23,15,21,6,72,71,79,92
Hardik Patel,26,India,69,21,69,22,18,21,39,73,70,85,30
Arshdeep Singh,23,India,66,21,66,22,17,21,31,71,74,34,43
Sandeep Warrier,30,India,59,20,59,22,17,21,20,69,65,27,31
Alasdair Evans,33,Scotland,77,19,77,19,15,21,29,72,74,98,89
Akif Javed,21,Pakistan,75,19,75,19,15,21,19,70,72,91,94
Vishwa Fernando,30,Sri Lanka,56,20,56,18,20,21,19,63,61,40,27
Jarred Alder,23,South Africa,42,41,25,61,40,20,81,27,28,4,21
Juandre Scheepers,21,South Africa,62,34,60,53,33,20,30,63,57,91,30
Dinitha Siriwardena,20,Sri Lanka,34,33,27,49,32,20,38,27,28,16,31
Dominic Wesonga,33,Kenya,48,34,46,43,31,20,87,46,43,83,22
Kamsha Yangfo,29,India,29,28,26,41,22,20,47,27,28,30,5
Methushan Thilina,22,Sri Lanka,77,30,76,38,33,20,43,70,73,88,97
Patrick Mambo,26,Zimbabwe,60,26,59,34,23,20,32,61,53,63,66
Hirshi Raj,27,India,64,29,63,33,33,20,44,62,71,48,47
Kumar Kartikeya,24,India,73,28,72,32,30,20,46,74,68,63,84
Yasoda Mendis,29,Sri Lanka,52,26,51,32,27,20,25,52,57,42,34
Gudakesh Motie,26,West Indies,74,25,74,31,20,20,58,71,68,94,93
Cheepurapalli Stephen,28,India,75,27,74,30,28,20,57,71,73,72,95
Joel Paris,29,Australia,66,26,65,30,24,20,56,62,61,70,90
Thamsanqa Rapelego,29,South Africa,63,30,62,30,33,20,73,64,57,63,72
Kartik Tyagi,21,India,59,25,58,29,23,20,41,63,62,27,50
Mthiwekhaya Nabe,26,South Africa,70,24,70,28,23,20,32,67,72,46,97
Josh Shaw,26,England,69,25,69,28,25,20,43,65,66,74,96
Scott Currie,20,England,68,23,68,28,19,20,33,69,76,22,81
Michael Frost,20,Ireland,64,27,63,28,26,20,80,70,66,17,72
Dippu Sangma,24,India,64,25,63,27,22,20,58,69,62,15,86
Zaman Khan,20,Pakistan,65,22,65,24,20,20,35,70,73,32,45
Simarjeet Singh,24,India,74,20,74,22,17,20,19,71,73,95,69
Jon-Russ Jaggesar,35,West Indies,56,20,56,19,21,20,29,61,54,28,68
Karthik Meiyappan,21,United Arab Emirates,68,18,68,17,14,20,37,62,71,82,67
Vinuja Ranpul,18,Sri Lanka,62,36,60,51,41,19,41,57,68,44,56
Heinrigh Pieterse,20,South Africa,31,30,26,48,26,19,29,27,28,25,10
Avishka Perera,20,Sri Lanka,29,28,25,43,25,19,27,27,28,25,6
Mehdi Hassan,32,India,65,31,64,41,31,19,49,66,61,65,71
Akash Choudhary,22,India,69,26,68,38,20,19,42,71,71,28,87
Vijaykumar Vyshak,25,India,60,31,59,38,32,19,67,65,62,40,43
Ram Gurung,23,India,57,30,56,38,32,19,38,68,52,46,31
Glenton Stuurman,29,South Africa,68,28,67,35,28,19,52,69,66,77,50
Chinta Gandhi,27,India,61,30,60,35,36,19,43,64,54,68,64
Manson Chikowero,22,Zimbabwe,63,30,62,34,29,19,91,69,70,27,33
Jashimuddin,26,Bangladesh,27,26,25,34,21,19,50,27,28,23,5
Faraz Akram,28,Zimbabwe,59,23,58,33,19,19,22,62,50,54,81
Subroto Shekhar,26,Bangladesh,52,28,51,33,30,19,39,54,40,48,82
Harry Conway,29,Australia,64,27,63,31,29,19,42,63,58,48,96
Jamie Porter,28,England,61,26,60,31,26,19,51,61,60,40,77
Ashay Palkar,32,India,68,28,67,29,33,19,54,68,68,46,82
George Scrimshaw,24,England,65,23,65,29,21,19,32,69,72,44,38
Lalhruai Ralte,29,India,50,23,49,29,23,19,22,56,52,20,33
David O'Halloran,21,Ireland,68,26,67,28,25,19,64,65,67,79,59
Khurram Shahzad,22,Pakistan,67,23,67,28,20,19,35,69,68,67,54
T Natarajan,30,India,71,23,71,27,19,19,42,68,66,94,84
Peter Langat,28,Kenya,68,24,68,27,25,19,32,65,71,44,96
Enamul Haque jnr,35,Bangladesh,73,23,73,26,23,19,34,69,65,96,94
Varun Chakravarthy,30,India,66,23,66,26,22,19,31,70,65,36,81
Ajay Lamabam,23,India,66,23,66,26,23,19,34,64,61,72,92
Mohamed Shilmi,28,Sri Lanka,25,21,24,26,15,19,33,27,27,11,11
Kalana Perera,21,Sri Lanka,69,22,69,25,19,19,43,72,73,72,40
Sayem Alam,28,Bangladesh,31,20,30,25,17,19,23,27,28,42,34
Sagar Udeshi,35,India,67,22,67,23,22,19,37,67,54,95,93
Vivian Kingma,27,Netherlands,65,19,65,23,16,19,12,65,68,48,74
Amod Yadav,20,India,74,21,74,22,19,19,45,74,73,84,64
Matthew Fisher,22,New Zealand,63,21,63,22,19,19,45,61,60,48,95
Nduduzo Mfoza,24,South Africa,71,20,71,21,19,19,28,70,71,87,59
Ishan Porel,23,India,72,19,72,20,17,19,16,74,73,87,41
Ghulam Mudassar,22,Pakistan,56,19,56,20,17,19,16,62,63,25,31
Yasir Mohammad,19,United States of America,67,19,67,19,13,19,45,67,65,94,48
Manisha Rupasinghe,21,Sri Lanka,38,37,25,61,34,18,34,27,28,5,27
Jake Carder,26,Australia,35,34,27,53,33,18,38,27,28,22,24
Nicholas Bertus,28,Australia,35,34,24,51,35,18,42,27,27,6,22
Nihal Surlaker,23,India,46,27,45,41,24,18,29,51,41,27,57
Kumar Kushagra,17,India,33,32,24,41,30,18,95,27,28,10,7
Liam Alder,18,South Africa,61,27,60,40,25,18,30,58,52,67,91
Rajesh Bishnoi,32,India,70,26,69,37,23,18,34,67,58,91,94
Kunal Mahajan,30,India,34,32,31,37,34,18,82,30,30,48,24
Shashwat Rawat,20,India,27,26,24,37,20,18,60,27,28,11,7
Thabo Mboyi,36,Zimbabwe,62,30,61,35,29,18,80,57,56,83,72
Tahir Isaacs,20,South Africa,25,23,24,35,19,18,18,27,28,3,14
Tapiwa Mufudza,31,Zimbabwe,71,28,70,33,31,18,48,69,66,85,79
Poorna Wannithilake,23,Sri Lanka,68,24,68,33,22,18,27,64,67,90,66
Sahil Patel,24,South Africa,66,27,65,33,30,18,43,65,63,44,92
Methsith Jayamanna,24,Sri Lanka,30,25,29,33,23,18,28,30,30,42,6
Sameer Choudhary,22,India,29,24,28,33,21,18,24,30,32,17,10
Aditya Thakare,23,India,71,25,71,32,23,18,46,74,71,59,66
Kyle Magee,20,Ireland,26,24,25,32,17,18,69,27,28,9,18
Harry Podmore,27,England,68,25,67,31,22,18,56,63,65,61,95
